age,height_cm,weight_kg,work_rate_att,overall
25,196.0,81.0,Medium,70
26,188.0,81.0,Medium,70
21,176.0,70.0,High,70
25,180.0,70.0,Medium,70
29,190.0,82.0,Medium,70
25,171.0,65.0,High,70
39,185.0,78.0,Medium,70
26,191.0,85.0,Medium,70
32,176.0,65.0,High,70
21,197.0,85.0,Medium,70
26,186.0,79.0,Low,70
22,179.0,70.0,Medium,70
29,178.0,73.0,Medium,70
22,187.0,90.0,Medium,70
28,170.0,69.0,Medium,70
25,178.0,78.0,High,70
20,171.0,71.0,Medium,70
36,163.0,60.0,Medium,70
25,190.0,75.0,Medium,70
23,178.0,70.0,Medium,70
24,182.0,77.0,Low,70
31,175.0,69.0,Medium,70
24,182.0,74.0,High,70
33,178.0,76.0,High,70
25,170.0,67.0,Medium,70
28,193.0,84.0,Medium,70
22,183.0,72.0,High,70
20,180.0,71.0,Medium,70
25,178.0,71.0,Medium,70
28,180.0,73.0,High,70
25,178.0,81.0,High,70
35,169.0,73.0,Medium,70
22,190.0,78.0,Low,70
24,187.0,80.0,Medium,70
30,182.0,75.0,Medium,70
25,183.0,73.0,Low,70
25,180.0,75.0,High,70
23,188.0,80.0,Medium,70
22,182.0,73.0,Medium,70
25,172.0,63.0,High,70
26,191.0,74.0,Medium,70
26,185.0,81.0,Low,70
25,182.0,84.0,Low,70
24,167.0,70.0,Medium,70
25,187.0,74.0,Medium,70
20,175.0,73.0,High,70
29,179.0,76.0,Medium,70
25,174.0,78.0,High,70
32,181.0,76.0,Medium,70
35,173.0,68.0,Low,70
22,195.0,87.0,Medium,70
29,180.0,80.0,Medium,70
34,185.0,82.0,Medium,70
24,171.0,71.0,Medium,70
24,179.0,82.0,Medium,70
25,188.0,79.0,Medium,70
29,180.0,81.0,Medium,70
26,173.0,60.0,Medium,70
24,173.0,58.0,High,70
20,196.0,84.0,Medium,70
26,184.0,79.0,Medium,70
28,183.0,78.0,Medium,70
25,180.0,71.0,High,70
27,185.0,77.0,Medium,70
30,175.0,70.0,Medium,70
31,184.0,81.0,High,70
31,198.0,95.0,Medium,70
32,178.0,80.0,High,70
25,173.0,68.0,High,70
25,192.0,84.0,Low,70
25,185.0,70.0,Medium,70
29,193.0,88.0,Low,70
24,187.0,81.0,Medium,70
29,178.0,75.0,Medium,70
20,191.0,93.0,High,70
29,177.0,69.0,High,70
23,186.0,72.0,Medium,70
29,188.0,82.0,Medium,70
30,186.0,85.0,Medium,70
29,176.0,69.0,High,70
29,180.0,78.0,High,70
32,183.0,82.0,Medium,70
20,182.0,80.0,High,70
23,182.0,78.0,Low,70
23,178.0,75.0,High,70
32,194.0,90.0,Medium,70
23,191.0,93.0,Medium,70
24,188.0,85.0,Medium,70
34,190.0,87.0,Medium,70
19,180.0,74.0,Medium,70
36,185.0,73.0,Medium,70
23,175.0,74.0,Low,70
29,174.0,78.0,Medium,70
27,180.0,78.0,Medium,70
24,190.0,91.0,Medium,70
33,193.0,90.0,Low,70
24,180.0,71.0,Medium,70
28,185.0,79.0,Medium,70
31,186.0,80.0,Medium,70
31,180.0,81.0,High,70
23,185.0,71.0,High,70
23,187.0,80.0,High,70
22,186.0,73.0,Medium,70
34,190.0,89.0,Low,70
31,181.0,72.0,Medium,70
28,188.0,83.0,Medium,70
21,187.0,82.0,Medium,70
29,186.0,87.0,Medium,70
25,180.0,71.0,Medium,70
23,179.0,71.0,Medium,70
34,180.0,79.0,High,70
28,185.0,73.0,Medium,70
28,186.0,75.0,Medium,70
28,186.0,83.0,Medium,70
25,171.0,65.0,Medium,70
31,192.0,92.0,Medium,70
25,175.0,65.0,High,70
31,174.0,70.0,Medium,70
26,177.0,82.0,Medium,70
24,181.0,76.0,Low,70
33,182.0,77.0,Medium,70
20,173.0,68.0,Medium,70
26,178.0,71.0,Medium,70
30,189.0,80.0,Medium,70
29,186.0,80.0,Medium,70
27,189.0,79.0,Medium,70
29,190.0,86.0,Medium,70
25,178.0,83.0,Medium,70
29,180.0,77.0,Medium,70
33,185.0,87.0,High,70
28,185.0,84.0,Medium,70
26,179.0,72.0,High,70
24,167.0,68.0,High,70
21,187.0,82.0,Medium,70
32,179.0,79.0,Low,70
20,185.0,73.0,Medium,70
37,176.0,66.0,Medium,70
32,189.0,80.0,Medium,70
28,185.0,75.0,Medium,70
23,176.0,75.0,Medium,70
23,191.0,91.0,Medium,70
22,183.0,76.0,High,70
23,187.0,82.0,Medium,70
29,184.0,76.0,Medium,70
29,181.0,81.0,High,70
26,184.0,80.0,Medium,70
22,180.0,70.0,High,70
29,167.0,60.0,Medium,70
28,178.0,73.0,High,70
28,179.0,78.0,Medium,70
31,188.0,87.0,Medium,70
29,182.0,79.0,High,70
31,169.0,60.0,Medium,70
37,181.0,85.0,Low,70
32,184.0,80.0,Medium,70
37,178.0,64.0,High,70
23,188.0,85.0,Medium,70
30,177.0,74.0,Medium,70
28,177.0,73.0,Medium,70
28,175.0,76.0,High,70
38,168.0,64.0,Medium,70
25,175.0,72.0,Medium,70
19,175.0,70.0,Medium,70
28,184.0,73.0,Medium,70
28,173.0,64.0,High,70
33,176.0,78.0,Medium,70
33,181.0,79.0,Medium,70
30,178.0,72.0,Medium,70
25,191.0,71.0,Low,70
19,181.0,68.0,Medium,70
28,171.0,69.0,Medium,70
28,186.0,84.0,High,70
33,185.0,81.0,Medium,70
35,172.0,68.0,High,70
26,176.0,75.0,High,70
24,175.0,75.0,Medium,70
31,179.0,73.0,High,70
20,168.0,64.0,Medium,70
33,185.0,77.0,Medium,70
24,169.0,63.0,Medium,70
30,185.0,86.0,Medium,70
24,196.0,94.0,Medium,70
27,178.0,72.0,Medium,70
26,175.0,71.0,High,70
22,176.0,72.0,Medium,70
33,182.0,75.0,Medium,70
24,194.0,91.0,Medium,70
29,186.0,78.0,Medium,70
26,176.0,60.0,Medium,70
23,172.0,67.0,Medium,70
21,189.0,70.0,Medium,70
27,171.0,67.0,High,70
26,181.0,73.0,Medium,70
28,187.0,80.0,High,70
33,172.0,68.0,Medium,70
28,175.0,76.0,High,70
23,188.0,79.0,High,70
25,179.0,74.0,Medium,70
24,174.0,66.0,Medium,70
35,181.0,81.0,Medium,70
30,177.0,75.0,High,70
25,186.0,83.0,Low,70
24,186.0,81.0,Medium,70
24,181.0,76.0,High,70
21,184.0,69.0,High,70
22,180.0,69.0,Medium,70
27,174.0,73.0,Medium,70
28,192.0,86.0,High,70
36,170.0,75.0,Medium,70
28,194.0,84.0,Medium,70
29,187.0,82.0,Medium,70
24,190.0,88.0,Medium,70
20,180.0,74.0,High,70
27,189.0,82.0,Medium,70
27,175.0,74.0,High,70
38,186.0,78.0,Medium,70
25,168.0,62.0,High,70
27,169.0,65.0,High,70
32,183.0,74.0,Medium,70
25,178.0,71.0,High,70
31,180.0,79.0,Medium,70
28,183.0,84.0,Low,70
27,177.0,72.0,High,70
21,173.0,62.0,Medium,70
25,185.0,72.0,Medium,70
32,187.0,96.0,Medium,70
26,189.0,80.0,Medium,70
32,178.0,73.0,High,70
31,175.0,70.0,Medium,70
32,185.0,82.0,Medium,70
30,193.0,80.0,Medium,70
24,181.0,73.0,Medium,70
20,177.0,64.0,High,70
23,181.0,63.0,Medium,70
27,185.0,83.0,Medium,70
27,180.0,75.0,Medium,70
35,178.0,83.0,Medium,70
25,194.0,82.0,Medium,70
25,185.0,78.0,Medium,70
22,177.0,70.0,Medium,70
24,170.0,68.0,High,70
25,185.0,73.0,Medium,70
25,182.0,84.0,Medium,70
23,190.0,85.0,Medium,70
25,185.0,67.0,Medium,70
27,190.0,85.0,Medium,70
23,169.0,68.0,Medium,70
25,177.0,71.0,Medium,70
25,189.0,77.0,Medium,70
19,181.0,75.0,Medium,70
30,173.0,65.0,Medium,70
27,187.0,82.0,Medium,70
24,190.0,78.0,Medium,70
27,189.0,82.0,Medium,70
31,185.0,70.0,Medium,70
26,191.0,85.0,Medium,70
27,182.0,73.0,High,70
27,180.0,72.0,High,70
33,191.0,87.0,Medium,70
22,187.0,79.0,Low,70
24,192.0,76.0,Medium,70
28,174.0,65.0,Medium,70
32,175.0,72.0,Medium,70
22,183.0,84.0,High,70
24,188.0,88.0,Medium,70
31,170.0,72.0,High,70
22,187.0,86.0,Medium,70
32,188.0,84.0,Medium,70
20,180.0,67.0,High,70
28,170.0,65.0,Medium,70
28,181.0,75.0,High,70
27,183.0,73.0,Medium,70
28,184.0,77.0,Medium,70
22,177.0,70.0,Medium,70
31,177.0,74.0,High,70
23,177.0,69.0,Medium,70
27,185.0,76.0,Low,70
26,188.0,83.0,Medium,70
29,185.0,81.0,Medium,70
26,189.0,85.0,High,70
26,179.0,73.0,High,70
22,192.0,86.0,Medium,70
21,190.0,85.0,High,70
25,169.0,72.0,Medium,70
29,179.0,73.0,Medium,70
30,188.0,87.0,Low,70
23,173.0,70.0,High,70
25,170.0,68.0,High,70
26,160.0,60.0,High,70
21,196.0,99.0,Medium,70
27,177.0,74.0,Medium,70
25,181.0,76.0,Medium,70
31,183.0,78.0,High,70
23,187.0,90.0,Medium,70
36,180.0,71.0,Medium,70
24,176.0,79.0,Medium,70
25,188.0,88.0,Medium,70
33,184.0,78.0,Medium,70
22,180.0,70.0,Medium,70
25,190.0,85.0,High,69
26,167.0,63.0,Medium,69
23,188.0,87.0,Medium,69
23,189.0,88.0,Medium,69
34,184.0,81.0,High,69
23,179.0,70.0,Medium,69
21,180.0,75.0,Medium,69
21,172.0,64.0,Medium,69
25,174.0,70.0,High,69
21,175.0,68.0,High,69
26,177.0,81.0,Medium,69
27,177.0,74.0,Medium,69
25,173.0,74.0,High,69
27,188.0,90.0,Medium,69
31,180.0,74.0,Medium,69
22,178.0,75.0,High,69
21,190.0,77.0,High,69
28,185.0,75.0,Medium,69
20,167.0,70.0,Medium,69
27,178.0,65.0,High,69
26,193.0,88.0,Medium,69
23,188.0,81.0,Medium,69
32,170.0,68.0,High,69
30,191.0,82.0,Medium,69
26,191.0,84.0,Low,69
22,177.0,81.0,High,69
20,184.0,73.0,Medium,69
25,184.0,81.0,Medium,69
23,167.0,70.0,High,69
21,174.0,66.0,High,69
25,178.0,72.0,Medium,69
22,183.0,77.0,High,69
26,175.0,69.0,Medium,69
31,197.0,90.0,Medium,69
27,183.0,81.0,Medium,69
23,177.0,74.0,High,69
23,183.0,76.0,Medium,69
29,175.0,73.0,High,69
31,175.0,75.0,High,69
26,180.0,75.0,Medium,69
20,172.0,65.0,Medium,69
24,187.0,77.0,Medium,69
24,184.0,68.0,Medium,69
25,181.0,77.0,Medium,69
32,181.0,76.0,High,69
26,183.0,81.0,Medium,69
31,184.0,81.0,Medium,69
34,185.0,74.0,Medium,69
24,185.0,86.0,Medium,69
24,170.0,70.0,Medium,69
29,193.0,84.0,Medium,69
20,175.0,67.0,Medium,69
31,183.0,80.0,Medium,69
25,181.0,78.0,Medium,69
21,178.0,70.0,High,69
21,180.0,71.0,High,69
23,176.0,82.0,High,69
28,182.0,80.0,Medium,69
29,180.0,68.0,High,69
31,195.0,91.0,Medium,69
25,185.0,84.0,Medium,69
29,180.0,73.0,Medium,69
26,188.0,80.0,Medium,69
24,195.0,93.0,Medium,69
22,169.0,68.0,Medium,69
25,170.0,67.0,Medium,69
25,180.0,77.0,High,69
27,185.0,77.0,High,69
29,183.0,79.0,Medium,69
37,188.0,84.0,Medium,69
19,188.0,85.0,Medium,69
28,183.0,76.0,High,69
26,180.0,88.0,High,69
23,184.0,80.0,Medium,69
25,194.0,78.0,Medium,69
24,170.0,71.0,Low,69
22,175.0,65.0,Medium,69
29,180.0,79.0,Medium,69
23,180.0,77.0,Medium,69
29,170.0,65.0,Medium,69
29,187.0,79.0,Medium,69
26,188.0,83.0,Medium,69
24,184.0,72.0,Medium,69
29,185.0,80.0,Medium,69
22,184.0,76.0,Medium,69
25,183.0,76.0,Medium,69
25,183.0,72.0,Medium,69
33,181.0,75.0,Medium,69
30,183.0,74.0,High,69
28,188.0,81.0,Medium,69
25,191.0,78.0,Medium,69
25,187.0,77.0,Medium,69
29,185.0,76.0,Medium,69
19,180.0,77.0,High,69
35,196.0,95.0,Medium,69
26,195.0,88.0,Medium,69
23,175.0,70.0,High,69
23,180.0,72.0,Medium,69
23,185.0,77.0,Medium,69
29,177.0,73.0,Medium,69
27,185.0,83.0,Medium,69
25,186.0,85.0,Medium,69
33,185.0,74.0,Low,69
22,191.0,84.0,Medium,69
27,167.0,60.0,Medium,69
26,191.0,80.0,Medium,69
29,183.0,76.0,Medium,69
28,185.0,78.0,High,69
32,184.0,72.0,Medium,69
32,183.0,80.0,Low,69
36,174.0,71.0,High,69
30,186.0,88.0,Medium,69
25,180.0,65.0,Medium,69
24,186.0,81.0,High,69
20,182.0,66.0,High,69
23,170.0,78.0,High,69
23,194.0,88.0,Medium,69
25,186.0,87.0,Medium,69
26,182.0,76.0,Medium,69
26,187.0,83.0,Medium,69
35,187.0,78.0,High,69
31,186.0,86.0,Medium,69
25,178.0,72.0,Medium,69
23,180.0,76.0,High,69
27,181.0,78.0,Low,69
27,177.0,68.0,Medium,69
27,177.0,65.0,High,69
28,175.0,70.0,High,69
33,189.0,79.0,Low,69
23,195.0,81.0,Medium,69
24,172.0,76.0,High,69
27,176.0,65.0,High,69
24,188.0,85.0,Medium,69
22,181.0,69.0,High,69
24,185.0,81.0,Medium,69
21,175.0,70.0,Medium,69
31,184.0,70.0,Medium,69
29,187.0,76.0,Medium,69
28,170.0,73.0,High,69
26,183.0,78.0,High,69
26,182.0,78.0,Medium,69
25,182.0,75.0,High,69
21,183.0,70.0,Medium,69
24,183.0,83.0,Medium,69
33,178.0,74.0,Medium,69
24,172.0,67.0,Medium,69
25,175.0,69.0,Medium,69
22,169.0,72.0,Medium,69
29,170.0,70.0,High,69
22,173.0,65.0,High,69
30,192.0,93.0,Medium,69
29,188.0,83.0,Medium,69
29,178.0,77.0,Medium,69
25,181.0,75.0,Medium,69
25,182.0,72.0,Medium,69
28,183.0,73.0,Medium,69
27,175.0,72.0,Medium,69
30,170.0,69.0,High,69
24,178.0,75.0,Medium,69
30,182.0,67.0,Medium,69
27,170.0,59.0,Medium,69
26,183.0,76.0,Medium,69
21,182.0,78.0,Medium,69
25,190.0,80.0,Low,69
26,187.0,83.0,Medium,69
28,182.0,78.0,Medium,69
22,190.0,87.0,Medium,69
29,178.0,71.0,High,69
31,173.0,71.0,High,69
34,196.0,90.0,Medium,69
22,186.0,82.0,Medium,69
23,190.0,86.0,Medium,69
25,178.0,74.0,Medium,69
25,170.0,68.0,Medium,69
27,180.0,78.0,Medium,69
22,186.0,75.0,High,69
25,175.0,74.0,High,69
26,170.0,70.0,Medium,69
28,180.0,72.0,Medium,69
32,172.0,70.0,High,69
29,184.0,76.0,High,69
32,183.0,75.0,Medium,69
29,178.0,77.0,High,69
27,193.0,83.0,Medium,69
24,180.0,70.0,High,69
22,176.0,76.0,High,69
31,181.0,76.0,Medium,69
32,178.0,71.0,High,69
28,180.0,67.0,Medium,69
25,174.0,71.0,Medium,69
32,186.0,89.0,Medium,69
35,167.0,65.0,High,69
23,182.0,72.0,High,69
24,194.0,89.0,High,69
33,178.0,75.0,High,69
20,185.0,79.0,Medium,69
25,184.0,78.0,High,69
31,188.0,83.0,Medium,69
22,181.0,77.0,High,69
29,168.0,60.0,Low,69
26,183.0,77.0,High,69
23,185.0,73.0,Medium,69
27,169.0,72.0,Medium,69
24,180.0,70.0,High,69
30,175.0,73.0,Medium,69
25,158.0,68.0,High,69
20,190.0,90.0,Medium,69
24,172.0,73.0,High,69
21,176.0,68.0,Medium,69
26,176.0,70.0,High,69
27,178.0,75.0,Medium,69
20,185.0,86.0,Medium,69
26,179.0,72.0,Medium,69
28,173.0,73.0,High,69
26,175.0,64.0,High,69
23,166.0,65.0,High,69
30,177.0,74.0,High,69
25,177.0,77.0,Low,69
36,175.0,63.0,Medium,69
30,179.0,75.0,Medium,69
25,179.0,66.0,Medium,69
23,185.0,75.0,High,69
21,190.0,87.0,Low,69
30,182.0,77.0,Medium,69
24,184.0,78.0,High,69
33,184.0,78.0,Medium,69
36,178.0,72.0,Medium,69
23,169.0,71.0,Medium,69
31,180.0,72.0,Medium,69
31,186.0,91.0,Medium,69
29,184.0,77.0,Medium,69
30,180.0,70.0,Low,69
25,179.0,73.0,High,69
27,178.0,67.0,Medium,69
33,176.0,71.0,Medium,69
28,190.0,98.0,Medium,69
34,195.0,81.0,Medium,69
32,187.0,85.0,Medium,69
23,185.0,82.0,Medium,69
24,179.0,78.0,Medium,69
35,178.0,77.0,Medium,69
30,168.0,72.0,High,69
32,190.0,79.0,Medium,69
24,190.0,86.0,Medium,69
19,173.0,63.0,Medium,69
19,173.0,66.0,Medium,69
28,189.0,83.0,Medium,69
24,188.0,75.0,Medium,69
25,183.0,73.0,Medium,69
25,182.0,76.0,High,69
30,173.0,70.0,High,69
25,178.0,75.0,Medium,69
39,182.0,69.0,Medium,69
24,185.0,72.0,Medium,69
34,183.0,75.0,Medium,69
20,202.0,92.0,Medium,69
34,183.0,73.0,Low,69
21,194.0,91.0,Low,69
25,190.0,88.0,Medium,69
23,173.0,70.0,High,69
26,175.0,74.0,Medium,69
27,172.0,75.0,Medium,69
25,183.0,75.0,Medium,69
26,180.0,65.0,Medium,69
24,185.0,79.0,Medium,69
24,189.0,80.0,Low,69
28,165.0,68.0,Medium,69
27,178.0,76.0,Medium,69
26,183.0,72.0,Medium,69
36,172.0,73.0,High,69
36,180.0,78.0,Medium,69
37,170.0,63.0,Medium,69
27,183.0,78.0,Medium,69
28,170.0,76.0,Medium,69
19,184.0,71.0,Medium,69
30,186.0,83.0,High,69
30,177.0,73.0,High,69
29,175.0,65.0,High,69
25,180.0,70.0,High,69
28,189.0,75.0,Medium,69
22,186.0,80.0,Medium,69
27,171.0,68.0,High,69
29,185.0,74.0,Medium,69
24,187.0,87.0,Medium,69
25,180.0,77.0,High,69
23,181.0,79.0,Low,69
32,195.0,87.0,Medium,69
30,186.0,80.0,Medium,69
31,183.0,74.0,Medium,69
27,187.0,81.0,Medium,69
31,182.0,83.0,Medium,69
29,175.0,66.0,Medium,69
34,181.0,84.0,Medium,69
24,169.0,71.0,Medium,69
28,170.0,73.0,High,69
29,192.0,79.0,Medium,69
31,182.0,77.0,Medium,69
28,186.0,84.0,Medium,69
32,167.0,70.0,Medium,69
21,194.0,82.0,Medium,69
34,177.0,72.0,High,69
23,175.0,68.0,High,69
26,178.0,65.0,Medium,69
32,178.0,74.0,Medium,69
21,177.0,72.0,Medium,69
21,177.0,75.0,Medium,69
26,188.0,79.0,Medium,69
18,181.0,80.0,High,69
28,182.0,68.0,Medium,69
26,180.0,72.0,Medium,69
34,177.0,70.0,Medium,69
24,182.0,82.0,Medium,69
25,187.0,85.0,Medium,69
19,172.0,70.0,High,69
29,182.0,79.0,Medium,69
26,178.0,68.0,Medium,69
29,177.0,72.0,Medium,69
28,178.0,71.0,High,69
26,181.0,80.0,Medium,69
32,188.0,76.0,Medium,69
22,176.0,71.0,Medium,69
31,189.0,84.0,Medium,69
32,175.0,68.0,High,69
30,187.0,84.0,Medium,69
32,173.0,70.0,High,69
25,180.0,78.0,Medium,69
20,183.0,73.0,High,69
30,177.0,70.0,Medium,69
28,193.0,84.0,Medium,69
26,190.0,79.0,Medium,69
19,176.0,70.0,High,69
29,175.0,76.0,Medium,69
26,185.0,78.0,High,69
20,179.0,70.0,Medium,69
21,180.0,79.0,Medium,69
24,185.0,84.0,Medium,69
28,183.0,75.0,Low,69
29,183.0,78.0,Low,69
34,173.0,61.0,Low,69
31,181.0,79.0,Medium,69
33,190.0,74.0,Low,69
28,182.0,76.0,Medium,69
35,185.0,85.0,Medium,69
33,185.0,80.0,Medium,69
25,178.0,74.0,High,69
24,174.0,75.0,Medium,69
30,172.0,75.0,Medium,69
27,167.0,67.0,Medium,69
35,175.0,75.0,High,69
26,188.0,80.0,High,69
26,178.0,72.0,Medium,69
26,174.0,73.0,Medium,69
27,188.0,88.0,High,69
26,175.0,75.0,High,69
26,168.0,63.0,Medium,69
32,194.0,82.0,Medium,69
30,175.0,68.0,Medium,69
27,185.0,74.0,Medium,69
27,169.0,65.0,Medium,69
27,181.0,75.0,Medium,69
33,190.0,86.0,Medium,69
28,176.0,70.0,Medium,69
33,177.0,71.0,Medium,69
22,186.0,77.0,Medium,69
19,180.0,70.0,High,69
27,187.0,81.0,Medium,69
28,191.0,85.0,Medium,69
25,176.0,80.0,Low,69
27,184.0,86.0,High,69
22,171.0,78.0,Low,69
33,184.0,81.0,Medium,69
26,173.0,71.0,Medium,69
20,187.0,78.0,High,69
31,185.0,81.0,Medium,69
30,177.0,73.0,Low,69
24,181.0,73.0,High,69
27,187.0,79.0,Medium,69
30,196.0,87.0,Medium,69
36,194.0,89.0,Medium,69
24,185.0,75.0,High,69
33,176.0,71.0,Medium,69
23,175.0,75.0,Medium,69
33,189.0,84.0,Medium,69
29,187.0,83.0,Medium,69
31,168.0,60.0,Medium,69
31,191.0,88.0,Medium,69
28,189.0,83.0,Medium,69
25,178.0,71.0,Medium,69
24,193.0,82.0,Medium,69
36,181.0,75.0,Medium,69
35,176.0,65.0,Medium,69
25,182.0,81.0,Medium,69
22,187.0,80.0,Medium,69
29,177.0,75.0,Medium,69
28,172.0,71.0,Medium,69
25,176.0,81.0,High,69
30,166.0,67.0,High,69
33,167.0,67.0,Low,69
29,180.0,73.0,Low,69
26,180.0,81.0,Medium,69
21,184.0,73.0,Medium,69
20,183.0,73.0,Medium,69
25,180.0,75.0,Medium,69
23,184.0,79.0,High,69
32,175.0,73.0,Medium,69
23,169.0,68.0,Medium,69
23,188.0,81.0,Medium,69
18,175.0,69.0,High,69
30,185.0,79.0,Medium,69
21,177.0,73.0,Medium,69
20,170.0,65.0,Medium,69
22,184.0,72.0,Medium,69
31,186.0,70.0,High,69
25,185.0,78.0,Medium,69
23,180.0,67.0,High,69
30,190.0,85.0,Medium,69
22,190.0,90.0,Medium,69
30,183.0,69.0,Medium,69
19,180.0,76.0,Medium,69
32,176.0,73.0,Low,69
28,176.0,67.0,Medium,69
33,188.0,83.0,Low,69
27,173.0,68.0,Medium,69
25,185.0,75.0,Medium,69
33,180.0,74.0,Medium,69
23,181.0,76.0,Medium,69
30,180.0,79.0,Medium,69
32,191.0,87.0,Medium,69
30,177.0,73.0,Medium,69
29,172.0,73.0,Medium,69
26,190.0,80.0,Low,69
34,174.0,75.0,Medium,69
34,179.0,73.0,Medium,69
25,168.0,70.0,High,69
25,186.0,73.0,Medium,69
26,182.0,76.0,High,69
33,179.0,70.0,Medium,69
26,190.0,90.0,Medium,69
24,171.0,70.0,High,69
24,178.0,72.0,Medium,69
27,178.0,74.0,Medium,69
22,184.0,80.0,High,69
23,192.0,80.0,Medium,69
22,178.0,71.0,Medium,69
26,181.0,72.0,Medium,69
23,180.0,76.0,Medium,69
23,172.0,70.0,High,69
20,188.0,84.0,Medium,69
29,180.0,79.0,Medium,69
21,176.0,70.0,High,69
25,186.0,81.0,Low,69
24,186.0,77.0,Medium,69
22,177.0,68.0,Medium,69
30,180.0,68.0,Low,69
31,165.0,67.0,High,69
25,185.0,80.0,High,69
24,186.0,83.0,Medium,69
28,188.0,82.0,Medium,69
27,183.0,74.0,High,69
31,188.0,79.0,Medium,69
29,180.0,73.0,High,69
25,176.0,71.0,Medium,69
31,173.0,71.0,High,69
23,182.0,81.0,Medium,69
25,178.0,82.0,Medium,69
29,196.0,80.0,High,69
28,185.0,78.0,Medium,69
26,179.0,75.0,High,69
28,172.0,70.0,Medium,69
35,194.0,80.0,Medium,69
30,194.0,88.0,Medium,69
23,172.0,70.0,High,69
30,170.0,70.0,Medium,69
22,184.0,80.0,Medium,69
29,191.0,76.0,Medium,69
30,168.0,59.0,Medium,69
24,182.0,74.0,Low,69
21,170.0,65.0,Medium,69
22,171.0,65.0,Medium,69
23,172.0,76.0,Medium,69
31,180.0,78.0,Medium,69
33,168.0,62.0,High,69
26,188.0,74.0,Medium,69
30,197.0,87.0,Medium,69
24,180.0,75.0,Medium,69
35,184.0,75.0,High,69
25,186.0,80.0,Medium,69
31,180.0,74.0,Medium,69
24,179.0,70.0,Medium,69
26,175.0,72.0,Medium,69
32,180.0,83.0,Medium,69
25,178.0,74.0,High,69
32,185.0,78.0,Medium,69
28,187.0,72.0,Medium,69
22,187.0,78.0,Medium,69
28,175.0,80.0,High,69
24,174.0,68.0,High,69
33,178.0,79.0,Medium,69
26,188.0,74.0,Low,69
19,183.0,85.0,High,69
29,185.0,87.0,Medium,69
34,179.0,72.0,Medium,69
21,183.0,78.0,Medium,69
25,167.0,70.0,High,69
23,184.0,79.0,Medium,69
29,167.0,60.0,Medium,69
25,186.0,79.0,Low,69
22,184.0,76.0,Medium,69
21,183.0,78.0,High,69
27,174.0,74.0,Medium,69
30,179.0,72.0,High,69
24,175.0,70.0,High,69
23,180.0,76.0,Medium,69
29,183.0,74.0,High,69
22,183.0,75.0,High,69
33,188.0,81.0,Medium,69
23,175.0,68.0,Medium,69
25,191.0,83.0,Medium,69
33,188.0,83.0,Medium,69
25,198.0,87.0,Low,69
30,178.0,73.0,High,69
25,190.0,75.0,Medium,69
28,178.0,70.0,High,69
34,168.0,70.0,Medium,69
25,183.0,69.0,Medium,69
21,187.0,82.0,Medium,69
22,184.0,76.0,High,69
21,176.0,66.0,Medium,69
29,182.0,77.0,Medium,69
22,185.0,76.0,Medium,69
20,192.0,78.0,Medium,69
25,188.0,77.0,Medium,69
28,172.0,68.0,High,69
19,183.0,78.0,High,69
31,178.0,74.0,Medium,69
26,180.0,75.0,High,69
27,178.0,77.0,Medium,69
31,186.0,80.0,Medium,69
22,174.0,71.0,Medium,69
26,184.0,77.0,Medium,69
27,176.0,74.0,High,69
31,175.0,69.0,High,69
31,181.0,72.0,Medium,69
24,170.0,68.0,High,69
28,181.0,77.0,High,69
29,175.0,75.0,Medium,69
29,178.0,71.0,Medium,69
29,179.0,69.0,Medium,69
25,185.0,75.0,Medium,69
20,190.0,86.0,Medium,69
21,180.0,79.0,Low,69
19,175.0,70.0,High,69
27,178.0,83.0,Medium,69
28,174.0,66.0,Medium,69
25,183.0,80.0,High,69
25,182.0,80.0,Medium,69
30,167.0,61.0,High,69
26,178.0,74.0,High,69
25,187.0,86.0,Medium,69
22,183.0,75.0,Medium,69
25,178.0,72.0,Medium,69
32,170.0,65.0,Medium,69
27,176.0,72.0,Medium,69
20,175.0,65.0,Medium,69
29,175.0,73.0,High,69
28,177.0,74.0,Medium,69
24,175.0,66.0,High,69
23,201.0,84.0,High,69
33,181.0,75.0,Medium,69
22,164.0,64.0,High,69
33,187.0,83.0,Medium,69
32,173.0,70.0,High,69
29,174.0,64.0,High,69
27,187.0,85.0,Medium,69
27,192.0,82.0,Medium,69
24,174.0,67.0,High,69
20,183.0,76.0,Medium,69
23,190.0,82.0,High,69
31,191.0,84.0,Medium,69
22,163.0,55.0,Medium,69
20,177.0,68.0,Medium,69
29,183.0,78.0,Medium,69
24,181.0,72.0,Medium,69
25,173.0,78.0,Medium,69
35,183.0,80.0,High,69
24,178.0,83.0,Medium,69
22,185.0,79.0,Medium,69
32,168.0,72.0,High,69
32,187.0,75.0,High,69
31,177.0,69.0,Medium,69
27,184.0,79.0,Low,69
21,193.0,77.0,High,69
32,191.0,82.0,Medium,69
29,175.0,68.0,Medium,69
22,173.0,68.0,Medium,69
24,175.0,68.0,High,69
23,173.0,69.0,High,69
25,179.0,76.0,High,69
22,176.0,72.0,Medium,69
23,180.0,76.0,Medium,69
20,176.0,68.0,Low,69
25,183.0,75.0,Medium,69
29,183.0,77.0,Medium,69
33,180.0,76.0,High,69
19,174.0,67.0,Medium,69
28,172.0,67.0,High,69
28,191.0,74.0,High,69
24,187.0,82.0,Medium,69
